item_id,x,y,cluster
88429,-0.059815884,-0.5575297,Grupo 1
419352,0.017338991,0.031615697,Grupo 3
225538,0.44210434,0.36131942,Grupo 4
321770,0.08607352,-0.46974346,Grupo 2
176465,-0.006620288,0.65478396,Grupo 3
91268,-0.23372197,-0.8992815,Grupo 6
460920,0.38677526,0.13662663,Grupo 3
5143,-1.0975194,0.25957358,Grupo 5
34574,0.35317683,0.3983187,Grupo 4
245557,0.9853823,0.039677866,Grupo 4
244526,0.25339115,-0.41507518,Grupo 6
432691,0.06650519,0.08539516,Grupo 3
218957,-0.0327878,-0.3205054,Grupo 2
290747,0.45450664,-0.0948019,Grupo 2
426291,0.3036319,-0.098791756,Grupo 3
351687,-0.01907444,0.29034266,Grupo 3
116177,0.039931417,-0.50849193,Grupo 6
460990,-0.38554358,-0.03864323,Grupo 3
121295,-0.41175413,0.14922266,Grupo 6
285473,-0.51874316,0.58528686,Grupo 5
333110,0.89144444,-0.1464858,Grupo 4
217532,-0.073764324,0.07706788,Grupo 3
67473,0.78529215,0.108311445,Grupo 4
286949,0.733711,0.5623652,Grupo 4
422425,-1.1538149,0.17928693,Grupo 6
379442,0.3079549,-0.052924633,Grupo 4
147613,-0.6728733,0.36122024,Grupo 5
227420,-0.29722476,-0.2606091,Grupo 6
327150,-1.5954846,0.27156606,Grupo 5
102763,-0.81940705,0.7813165,Grupo 5
212995,-1.2929001,-0.5196717,Grupo 1
378929,0.79248834,0.038257137,Grupo 4
109018,-1.0346086,0.17361845,Grupo 5
246221,-0.46990514,0.6836647,Grupo 5
202148,0.5669372,-0.5772935,Grupo 4
86824,-1.0867689,0.49377033,Grupo 5
376741,0.4840064,0.61412954,Grupo 3
419874,-0.5296898,0.43023992,Grupo 5
370197,0.14527464,-0.54093516,Grupo 3
441953,-2.2513404,0.3967527,Grupo 5
157196,0.468534,0.49548438,Grupo 3
422529,0.67105126,-0.2284707,Grupo 2
110918,-0.1589688,0.29917467,Grupo 2
5719,0.64980197,0.118132174,Grupo 4
38709,0.12674081,0.70883954,Grupo 3
385985,-0.52634966,-0.5203385,Grupo 1
377972,-0.14453721,0.24194509,Grupo 6
246305,-0.70189244,0.3203019,Grupo 6
344462,0.47353053,0.13080318,Grupo 4
396177,-0.57700014,0.22293726,Grupo 6
269001,0.63891435,-0.1805604,Grupo 4
128815,0.78785706,0.3254373,Grupo 2
175339,-0.9076073,0.39492095,Grupo 5
338544,-0.036124587,0.17656705,Grupo 3
83689,0.6002028,-0.43518308,Grupo 4
7579,-0.62281716,0.6340357,Grupo 5
302195,0.031104088,-0.20929387,Grupo 2
158659,0.38515496,0.28940478,Grupo 2
458051,-0.10596943,-0.41954687,Grupo 1
217203,-0.35179555,0.3243345,Grupo 6
288074,-0.9101048,1.0284021,Grupo 5
296579,-0.52862084,0.39821842,Grupo 5
456912,-0.6712502,-0.084231354,Grupo 6
320409,-0.43792546,-0.92946064,Grupo 6
233008,-1.2280407,0.64978254,Grupo 5
244857,0.648232,0.5166544,Grupo 4
410928,-0.28905547,0.29727918,Grupo 3
428405,0.47181535,0.2780383,Grupo 4
11311,-0.8376629,0.2658631,Grupo 6
228050,-0.39327288,-1.13696,Grupo 1
190450,0.65911293,-0.20440845,Grupo 4
53785,-0.06762302,-0.28491655,Grupo 2
144331,0.20284486,0.39584324,Grupo 2
28789,-0.33165407,-0.40717778,Grupo 6
293821,0.043308735,-0.53867763,Grupo 3
428017,-0.010784864,0.05454518,Grupo 2
280985,0.22915483,-0.8895266,Grupo 6
24842,0.523988,0.12744603,Grupo 2
126851,0.32380533,-0.104408965,Grupo 2
92199,0.9132037,-0.3601658,Grupo 4
51997,0.7801769,0.18371472,Grupo 4
144066,0.35860348,-0.6622304,Grupo 2
369485,-1.052587,0.012398213,Grupo 5
303042,0.30577528,-0.4958423,Grupo 2
135645,0.66633964,0.35053816,Grupo 4
49960,0.9107299,0.5027646,Grupo 4
327276,-0.21063769,-0.6896759,Grupo 1
408230,0.25201297,0.627972,Grupo 3
133593,0.6757755,-0.08165457,Grupo 4
388059,0.22566497,-0.32406887,Grupo 3
202259,0.33857512,-0.2242069,Grupo 2
400673,-0.6144675,-0.12517728,Grupo 5
450191,0.4441998,-0.44899625,Grupo 3
115107,-0.8295384,0.40701237,Grupo 5
132042,-0.13237846,0.3940082,Grupo 2
110297,0.04850018,-0.1395943,Grupo 2
438554,-0.91450477,0.6807518,Grupo 5
344898,0.20408654,0.2775879,Grupo 3
91121,-1.1421161,0.15311305,Grupo 5
63536,-0.605845,-1.1573778,Grupo 1
431781,-0.885297,0.706818,Grupo 5
171308,0.95581365,-0.250906,Grupo 4
422386,0.2810353,-0.4321463,Grupo 4
130058,0.8438015,-0.333065,Grupo 4
3880,0.62625074,0.030828685,Grupo 4
359607,0.063301206,0.51040924,Grupo 3
272153,0.26271057,0.3346209,Grupo 3
248605,-0.9846003,-0.4573562,Grupo 1
127973,0.120872855,-0.31379935,Grupo 2
332600,0.9381385,-0.6751864,Grupo 4
301351,-0.36703622,0.03722225,Grupo 5
28596,-0.7731098,0.18561423,Grupo 6
424911,0.66630197,0.3176818,Grupo 2
158551,0.20841575,0.05765851,Grupo 3
444456,-0.6654912,0.4416586,Grupo 5
303809,0.5127957,0.17000048,Grupo 4
383548,-0.24935973,0.62726593,Grupo 6
263083,0.4791143,0.46231303,Grupo 3
305569,0.3721063,-0.08760089,Grupo 3
51439,0.5079634,0.4623342,Grupo 2
7704,0.51582575,-0.29258332,Grupo 4
107172,0.22420824,0.05965884,Grupo 6
140472,0.5736685,0.3610022,Grupo 3
51969,-2.05795,0.3100955,Grupo 5
466384,0.37706637,0.13648985,Grupo 2
158767,-0.34941542,0.12878948,Grupo 6
458780,0.6606138,-0.29085872,Grupo 4
18949,-0.4939518,-0.8616854,Grupo 1
406836,0.5045016,-0.350549,Grupo 4
320964,-0.038918495,0.14389698,Grupo 2
99132,0.7073288,-0.26848373,Grupo 4
395611,0.3543067,0.37212574,Grupo 4
6924,-0.9672252,-0.37475657,Grupo 1
395133,0.99848294,-0.20716436,Grupo 2
50128,-0.2762369,0.40117657,Grupo 5
240428,0.52544165,0.4079379,Grupo 4
7811,0.069458246,-0.13211389,Grupo 3
130765,-0.000106692314,-0.058910854,Grupo 2
383195,-0.15536165,-0.1130903,Grupo 6
35852,-0.3307562,0.2242952,Grupo 6
171805,0.70441985,-0.042183153,Grupo 2
346394,-0.6121627,0.1903412,Grupo 5
290195,-0.73202133,0.26256037,Grupo 5
120412,0.3952539,0.23595744,Grupo 4
196538,0.20553231,0.24157196,Grupo 4
257731,0.4477284,-0.032517876,Grupo 3
452565,-0.54668665,-0.65963554,Grupo 1
354796,0.19549751,-0.29740137,Grupo 3
344770,-0.058217287,0.27257603,Grupo 2
223054,-0.50910854,0.13859807,Grupo 5
93961,-0.25333333,0.5717704,Grupo 3
296762,0.7486322,-0.14181335,Grupo 4
149946,-0.3669746,-0.13214657,Grupo 2
351508,0.8185532,0.64020634,Grupo 3
194467,-0.56688416,-0.058250446,Grupo 6
151514,0.3161372,-0.093082465,Grupo 4
448355,0.88203025,-0.14692232,Grupo 4
453146,0.88000774,0.103890434,Grupo 4
137408,0.7717757,0.50413585,Grupo 2
15507,0.32972264,0.09136431,Grupo 2
202268,-1.1367102,0.38398066,Grupo 5
257534,-0.68901557,0.20349044,Grupo 6
158283,0.19733119,0.38215736,Grupo 3
30698,-0.41190612,0.16687275,Grupo 6
64276,0.48094678,0.036739647,Grupo 2
279197,0.1884495,-0.05779175,Grupo 6
430223,-0.34077263,0.18976521,Grupo 6
278534,0.56356215,-0.21384093,Grupo 3
79215,0.4056096,0.20995584,Grupo 4
64658,-0.111020565,-0.064405344,Grupo 6
236514,0.12632573,-0.059374653,Grupo 2
292339,0.87828565,0.33809525,Grupo 4
32934,-0.8986847,0.24481565,Grupo 5
63174,0.5985291,-0.16831058,Grupo 3
145432,0.24601305,0.3743855,Grupo 3
20305,-1.036905,-0.2414793,Grupo 1
234304,0.05795479,0.38240317,Grupo 3
50855,0.021063447,-0.5324203,Grupo 6
198872,0.638911,-0.54679376,Grupo 4
158313,0.53390265,0.09460282,Grupo 3
151986,-0.51581526,0.47186545,Grupo 5
160862,-1.0297807,0.28811195,Grupo 5
253725,0.82823396,0.53557014,Grupo 4
374281,0.020611167,-0.43751785,Grupo 6
352193,-0.16759956,0.4017672,Grupo 2
109154,0.78090143,-0.152079,Grupo 4
261378,0.91906905,0.4589819,Grupo 4
127668,0.8486955,-0.2675979,Grupo 4
156653,1.0493069,0.12345868,Grupo 4
49578,0.3166932,0.14846662,Grupo 2
388003,0.65542364,-0.31525582,Grupo 2
96681,0.17710578,-0.35140383,Grupo 2
129174,0.26797628,0.10220666,Grupo 3
70653,0.6115527,-0.2989809,Grupo 4
68100,-0.73700017,-0.10755685,Grupo 6
381783,0.263036,-0.75080705,Grupo 4
243890,0.0035518408,0.43207344,Grupo 3
9877,-0.80308616,-0.66655684,Grupo 5
155222,0.10900414,0.38203034,Grupo 3
83662,0.083696604,-0.278552,Grupo 3
361956,-1.6737266,-1.6685143,Grupo 1
326765,-0.05717671,0.4302014,Grupo 3
270129,-0.78301966,0.0062004477,Grupo 5
69057,-0.9158435,0.45925376,Grupo 5
124752,0.61131144,-0.2837481,Grupo 4
403476,0.109387636,-0.5679389,Grupo 3
154198,-0.62317765,0.08661164,Grupo 5
234036,-0.3523842,0.15698765,Grupo 3
418393,0.37535238,-0.45315343,Grupo 4
221451,0.23463225,-0.18031326,Grupo 3
294267,-1.2272582,0.21681532,Grupo 5
82268,-0.45705986,-0.54176617,Grupo 1
105132,-0.36854708,0.03941281,Grupo 3
133415,-1.2682757,0.11456016,Grupo 5
313279,-0.7656948,0.46517476,Grupo 5
79572,-1.6595644,-1.1279635,Grupo 1
74833,-1.1376474,0.26864436,Grupo 5
186775,0.45699763,-0.3052827,Grupo 4
156151,-0.07098341,0.29262665,Grupo 3
191793,0.6795738,-0.07363235,Grupo 2
84664,0.7128329,0.0103401765,Grupo 4
309892,-0.003757596,-0.02223628,Grupo 3
143459,0.4505124,-0.002551347,Grupo 4
181405,0.018274903,0.17013411,Grupo 2
176231,-1.1682849,0.28565708,Grupo 5
240655,-0.14696586,-0.68658674,Grupo 1
362369,0.8122997,-0.22377141,Grupo 4
168593,0.34260702,-0.024287011,Grupo 2
322119,-0.8512721,0.42144567,Grupo 5
433339,0.12911963,0.30322662,Grupo 3
411886,-1.4888434,-0.025164098,Grupo 5
308597,-0.14542973,-1.0583502,Grupo 1
278770,-0.015533924,0.24995756,Grupo 3
435960,0.1743536,0.043482132,Grupo 4
417785,-0.3511548,-0.37501416,Grupo 6
376729,-0.2805332,0.37614515,Grupo 6
186147,0.11766434,0.084444895,Grupo 3
49405,0.54169226,0.2281492,Grupo 4
245409,-0.19726479,-0.5889069,Grupo 6
436295,0.4144187,0.13780208,Grupo 3
344788,0.12007201,0.6204456,Grupo 3
324244,0.68549585,-0.1152889,Grupo 4
177994,0.8739886,0.345316,Grupo 2
330234,0.58180165,-0.23184788,Grupo 4
78497,0.24462628,0.49699166,Grupo 4
285064,0.34727788,-0.15381697,Grupo 3
128202,0.36367965,0.08411667,Grupo 3
273722,0.7892244,0.07209496,Grupo 4
398996,-0.2821188,0.18434355,Grupo 3
456856,0.41138577,0.32372814,Grupo 3
253983,0.38600945,0.03740771,Grupo 4
35540,-0.4227295,0.43369803,Grupo 5
107517,-0.6324332,0.032364026,Grupo 5
31883,0.35383558,0.08732626,Grupo 2
73311,-1.3586378,0.23167017,Grupo 5
13966,-0.8219365,0.50983477,Grupo 5
172561,0.57732534,0.11867428,Grupo 3
220342,0.42881632,0.17224489,Grupo 4
452124,0.14577019,-0.4593929,Grupo 2
376382,0.01102519,-0.10516144,Grupo 3
90818,0.52857566,0.36473548,Grupo 2
297791,-0.08468628,-0.11779162,Grupo 6
247886,0.3631897,-0.09154526,Grupo 2
121084,0.2676159,0.06304406,Grupo 2
331803,-0.4006425,-0.21927297,Grupo 6
147593,0.60234046,-0.48468453,Grupo 4
49031,-0.49071205,-0.033233892,Grupo 5
368025,-0.21186268,-0.16740009,Grupo 6
5476,-0.19014394,-0.28983682,Grupo 6
85306,-0.90992403,-0.2881136,Grupo 1
397712,0.54518986,-0.31396967,Grupo 4
47481,0.14238691,0.32293394,Grupo 3
331761,-0.063975215,0.0335079,Grupo 6
339176,0.53526807,0.37551343,Grupo 4
137411,0.65028906,-0.32739773,Grupo 4
383563,0.17310381,0.5257497,Grupo 2
134688,0.26343787,0.19167715,Grupo 2
254935,-0.0018373728,0.08098908,Grupo 2
138526,-0.3276857,0.32021153,Grupo 3
446940,-0.5013503,-0.05845418,Grupo 6
143464,-1.5546244,-0.3673339,Grupo 1
152658,0.714978,0.20828041,Grupo 2
188646,1.0938196,0.06737368,Grupo 4
405372,-0.25728524,-0.2886209,Grupo 6
103763,-0.9905799,0.15848377,Grupo 5
163907,-0.23959589,0.82377577,Grupo 6
16822,0.5636735,0.40781915,Grupo 3
236946,0.6664798,0.22094026,Grupo 2
435314,0.013015866,0.004200645,Grupo 3
313352,0.17317367,-0.30634755,Grupo 3
293526,0.19565403,-0.42745435,Grupo 3
335872,-1.4832435,0.8898885,Grupo 5
48608,0.5494783,0.0461293,Grupo 3
1454,0.20814574,0.36399785,Grupo 3
9894,-0.017429352,0.37487182,Grupo 6
264502,0.40108562,0.2699301,Grupo 6
289675,-0.36382914,0.05886306,Grupo 6
416102,-0.074082255,0.36560896,Grupo 2
132074,-0.5747336,0.47060904,Grupo 5
448566,-1.2261088,-0.72896945,Grupo 1
28923,0.5064323,0.29022714,Grupo 2
421993,-0.3461151,0.39795753,Grupo 3
373119,0.6076596,-0.14741108,Grupo 4
182943,-0.30149555,-0.104865566,Grupo 3
39616,0.3641758,0.2633862,Grupo 4
336359,-1.5905296,0.23391637,Grupo 5
207252,0.39703393,-0.029211506,Grupo 4
115256,0.57799816,-0.2307835,Grupo 4
56506,-0.48269987,0.0772132,Grupo 5
100850,0.7109549,0.14130227,Grupo 4
87543,0.6919489,-0.07312658,Grupo 4
400221,0.069660544,-0.30441403,Grupo 6
378926,-0.15180361,-0.21719846,Grupo 6
262668,0.6375625,0.18891898,Grupo 3
189793,0.71410584,-0.05563727,Grupo 2
135406,0.2006005,0.7154269,Grupo 3
13570,0.722317,-0.28437293,Grupo 4
119446,0.77593374,-0.24593611,Grupo 4
224949,0.56449866,-0.45467937,Grupo 4
313445,0.52450013,0.6092038,Grupo 3
272824,-0.3972658,-0.11666866,Grupo 6
79527,-0.004269004,0.23052397,Grupo 6
399949,0.3341745,-0.15287063,Grupo 4
393065,0.8364296,0.27230924,Grupo 2
230109,0.060272932,0.25314492,Grupo 2
341903,0.5822675,-0.36734807,Grupo 4
76600,-0.036011696,0.10062499,Grupo 6
409784,-1.2149109,0.38787788,Grupo 5
387799,-0.16396356,0.8545748,Grupo 3
135259,0.9603057,0.36324254,Grupo 2
112315,-0.89884686,-1.0794903,Grupo 1
38453,0.42280746,-0.09134692,Grupo 3
447987,0.68224573,0.27457783,Grupo 2
245017,-0.42725646,0.4865552,Grupo 5
423470,0.5450642,-0.109547645,Grupo 3
22869,-0.6650855,-0.7571136,Grupo 6
50751,0.6173949,0.29214638,Grupo 4
131629,-0.011274099,0.20433679,Grupo 3
435622,-0.31310284,0.21678382,Grupo 6
356449,0.06070459,-0.5088173,Grupo 4
150586,-0.58847356,0.09116273,Grupo 5
435082,0.09319794,-0.14660291,Grupo 2
281952,-0.4384892,-0.8033633,Grupo 1
335976,0.20280123,-0.04150295,Grupo 6
389914,0.77039146,0.2558386,Grupo 4
183027,0.09221482,0.24370676,Grupo 6
328422,-0.6141628,-0.3185527,Grupo 1
283284,-1.096647,0.37968513,Grupo 5
6819,-0.016364336,0.43062586,Grupo 2
344595,0.43999743,0.06873599,Grupo 4
314614,0.8061149,-0.07522651,Grupo 4
439359,0.42743397,-0.15659803,Grupo 4
88129,-0.96768546,0.19965136,Grupo 6
124579,0.91238,-0.012082398,Grupo 4
69967,0.7661195,-0.045592688,Grupo 4
152236,-1.0969614,0.8806695,Grupo 5
374129,-0.65411353,0.46793714,Grupo 5
239226,-0.35369205,-0.20525907,Grupo 6
254242,-0.52182996,-0.040456966,Grupo 5
11603,0.35389447,-0.40567896,Grupo 4
203440,-0.31117988,0.17884763,Grupo 6
207611,0.30235124,0.6823523,Grupo 2
377423,-0.49584794,-0.13955389,Grupo 6
301805,-0.28064752,-0.19385622,Grupo 6
126321,-0.11345005,-0.39060715,Grupo 6
161960,0.6061406,0.39215443,Grupo 3
76667,0.19804311,0.34052157,Grupo 3
299882,0.6414833,0.17055592,Grupo 4
437462,-0.66692364,0.62359154,Grupo 5
294287,-0.36295688,0.046672516,Grupo 6
199217,-0.8073489,-0.3979035,Grupo 6
255741,-0.022145033,-0.21139912,Grupo 6
53338,-0.0018951893,-0.14621764,Grupo 6
68048,-1.5668408,-0.5285822,Grupo 1
175435,0.7061541,-0.018670171,Grupo 2
84172,-0.32398534,0.3902277,Grupo 5
353140,0.23044693,0.5829233,Grupo 2
268335,-2.5197124,0.29938012,Grupo 5
67499,0.4578452,0.06869002,Grupo 3
321626,0.11546636,-0.3331433,Grupo 6
58503,-0.3592987,0.5521411,Grupo 5
277342,-0.0699079,-0.4297368,Grupo 6
303152,0.7958975,0.016879052,Grupo 4
436361,0.7885504,-0.086568534,Grupo 4
316060,0.7344837,0.0086221695,Grupo 4
105644,0.34948874,0.42366248,Grupo 3
408217,-0.015820622,0.39248025,Grupo 3
319942,-0.09330332,-0.15916914,Grupo 6
85163,0.45380974,0.22435072,Grupo 4
382277,0.2941767,0.27795932,Grupo 2
187055,0.39622688,-0.23795733,Grupo 2
297555,0.2051841,0.4183464,Grupo 2
169194,-0.63371646,-1.301981,Grupo 6
36630,0.63211465,0.018931858,Grupo 4
134979,0.54846716,-0.40070295,Grupo 4
460606,0.6321902,0.20048702,Grupo 4
316105,0.362283,-0.8047451,Grupo 4
9000,0.65340185,0.18984893,Grupo 2
328618,0.74710464,-0.28228435,Grupo 4
136095,-1.3141215,0.75626636,Grupo 5
95447,-0.77047354,-0.002936937,Grupo 5
63660,0.57832813,0.2485503,Grupo 4
357008,-0.6530622,0.15456523,Grupo 5
265310,0.06987977,0.24056661,Grupo 2
117997,-0.12923253,0.3114926,Grupo 2
464012,-0.0656873,-0.32916752,Grupo 6
225345,-0.3226781,-0.7056378,Grupo 6
188284,0.122368336,-0.7268317,Grupo 1
115267,-0.4870714,-0.39087823,Grupo 1
15698,0.23359525,0.629714,Grupo 6
444575,-0.70422846,-0.0005088523,Grupo 5
76350,-0.50042653,0.43397406,Grupo 2
285449,0.5924151,0.43486276,Grupo 4
398147,-0.88254136,-0.29732853,Grupo 1
453215,0.31057847,0.3445011,Grupo 2
41427,-1.1378558,0.24335805,Grupo 5
4625,0.7708485,0.282704,Grupo 2
34849,0.5294609,-0.053278692,Grupo 2
168461,0.15276182,0.050053775,Grupo 2
330992,-0.34329486,0.5045371,Grupo 6
57209,-0.023708105,0.1796328,Grupo 2
455447,0.84029055,-0.2856356,Grupo 4
240660,-0.8290883,-0.30005556,Grupo 1
383911,0.66060257,0.29208913,Grupo 2
411252,0.27923405,0.1136692,Grupo 3
282238,0.124949574,-0.04295153,Grupo 3
122473,-0.27821088,0.2466763,Grupo 2
221640,-0.3944775,0.34054217,Grupo 5
392671,0.70622706,0.063820586,Grupo 2
150498,-1.219835,-0.29083812,Grupo 1
255041,0.45185065,-0.053875595,Grupo 2
216657,0.78026056,0.2284449,Grupo 4
65259,0.49196863,-0.11794876,Grupo 2
106846,0.8439636,-0.32094452,Grupo 4
174812,0.69311476,0.45430413,Grupo 2
151100,0.24525261,-0.20455563,Grupo 2
234371,-0.67117906,-0.04025568,Grupo 6
386027,0.39287472,-0.49233884,Grupo 4
373212,0.2868538,-0.1966944,Grupo 2
177166,-1.133463,0.8282784,Grupo 5
258409,0.7201326,-0.46017972,Grupo 4
264094,0.044599175,0.49769518,Grupo 2
430695,0.6592729,0.13777503,Grupo 4
363240,0.6816275,-0.47506738,Grupo 4
202052,-0.6347132,-0.47392878,Grupo 6
8426,-0.4161439,0.13613594,Grupo 6
420459,0.67288566,-0.15838443,Grupo 2
368857,-0.43331409,0.42468187,Grupo 5
211270,0.8628411,-0.50101024,Grupo 4
320051,-0.13257337,0.53320515,Grupo 3
426751,-0.61040366,-0.32564613,Grupo 6
58362,-0.11712265,0.30395666,Grupo 3
133287,0.20154536,0.0946902,Grupo 3
46285,-0.44011438,-0.01898859,Grupo 3
358389,0.12449002,-0.9900609,Grupo 6
193126,0.5589547,-0.30396697,Grupo 4
23371,0.04793811,0.36599183,Grupo 2
352369,0.5263469,0.34637868,Grupo 2
274107,0.58761954,0.29517353,Grupo 2
463820,-0.11021745,0.45881703,Grupo 6
146071,0.2872089,0.30805427,Grupo 3
35316,0.3386612,-0.21463403,Grupo 2
213314,-0.33946574,-0.5844593,Grupo 6
46309,0.0042351484,0.02150467,Grupo 2
265046,0.58391714,-0.021018099,Grupo 4
328242,-0.7043582,-0.33166495,Grupo 6
154766,-0.054828167,0.54985774,Grupo 6
158050,-0.7176775,-0.4348028,Grupo 1
63873,-0.18400264,-0.3095745,Grupo 6
451746,-0.19783747,-0.66600156,Grupo 1
287975,0.33255017,0.10963461,Grupo 4
4372,0.03794062,-0.30528796,Grupo 2
62852,0.1902057,0.14317091,Grupo 3
386351,-0.31359768,-0.458463,Grupo 1
239850,0.18830085,-0.29534495,Grupo 2
56441,-0.5662719,-0.04176718,Grupo 6
195457,0.5423672,-0.10586625,Grupo 2
62165,0.23175168,-0.6361041,Grupo 4
217089,-0.4023981,0.093726054,Grupo 6
432304,0.6875951,0.32129756,Grupo 2
252083,0.6682055,-0.023234893,Grupo 2
268266,-0.4807415,-0.121575624,Grupo 5
69367,0.59499526,0.3945026,Grupo 4
231303,0.7478571,0.006557815,Grupo 4
428412,-0.53101754,0.16829376,Grupo 6
89833,0.17185378,0.09413394,Grupo 4
183501,0.18783522,-0.23744729,Grupo 3
326250,-0.21417785,0.49978533,Grupo 6
440782,0.082384825,0.23983866,Grupo 2
162340,-1.0845428,-0.8386824,Grupo 1
450340,0.80154324,-0.30511194,Grupo 4
91093,-1.0712546,-0.34473866,Grupo 1
237021,-1.8512897,-1.1236763,Grupo 1
48744,-0.7017654,-0.28962255,Grupo 1
67445,0.5026405,0.24652243,Grupo 4
264997,-0.07650685,0.32305208,Grupo 3
189509,0.32538903,0.33898965,Grupo 2
192387,0.3379519,0.04658687,Grupo 2
17034,-0.4064573,0.1518868,Grupo 6
4215,0.3757007,-0.30384862,Grupo 4
348942,-0.5857153,-0.26907352,Grupo 6
403660,-0.95080316,0.41810006,Grupo 5
244687,0.2074436,0.035236016,Grupo 3
196058,-1.7314342,0.6109245,Grupo 5
464513,0.8712051,0.39103675,Grupo 4
233328,0.23418665,0.4756275,Grupo 4
118519,0.094655514,-0.15571035,Grupo 6
99575,-0.38133752,-0.5111923,Grupo 1
190281,0.60109997,0.31028423,Grupo 4
120180,-0.3147143,0.24799469,Grupo 3
282445,0.6108928,-0.25983685,Grupo 4
175651,0.2247808,0.20303842,Grupo 2
250088,0.0010852814,0.24345493,Grupo 3
21010,0.172212,0.28787175,Grupo 3
305742,-0.13183534,-0.4603762,Grupo 6
445885,-0.29799438,-0.09154373,Grupo 3
368187,-1.1111526,-1.1999012,Grupo 1
381081,-1.4836047,0.43678245,Grupo 5
195397,0.4120834,-0.016898062,Grupo 2
358747,0.28396332,-0.34437352,Grupo 2
202699,-1.0255686,-0.07956374,Grupo 5
181417,-0.7247988,0.5878788,Grupo 5
290486,-0.30769944,0.6451069,Grupo 5
52062,0.5798762,0.4018904,Grupo 3
137428,0.62497616,0.30604067,Grupo 2
262167,0.7003474,0.33696172,Grupo 2
79381,-0.08822441,0.6921743,Grupo 6
212108,0.14870667,-0.49613088,Grupo 4
152907,0.6935854,-0.56517744,Grupo 2
440199,0.45146823,0.09475689,Grupo 4
151669,0.5568991,0.13759457,Grupo 4
220675,-0.30941188,-0.663622,Grupo 1
301682,-1.9475467,-0.06110615,Grupo 5
112594,-1.0033209,-0.58076656,Grupo 1
199280,0.8175905,-0.074484184,Grupo 4
353935,0.512522,-0.0020317733,Grupo 4
20542,-0.7079782,-0.09093714,Grupo 6
220846,0.5093007,0.47161397,Grupo 3
284175,0.2477603,-0.25259915,Grupo 3
232591,-0.12949014,0.38057825,Grupo 3
29946,0.18090367,-0.15078777,Grupo 2
349315,0.11361623,-0.14897332,Grupo 2
49608,-0.053239822,-0.27481335,Grupo 6
452647,-1.0788673,-1.0611728,Grupo 1
306086,-1.0497189,-0.18619606,Grupo 6
347719,0.33441794,0.35402742,Grupo 2
460618,-0.41209137,0.28914788,Grupo 6
140939,0.065778255,0.12456618,Grupo 3
360891,-0.07478464,0.9548099,Grupo 3
396489,-0.65006995,0.34194922,Grupo 5
6374,0.84165454,-0.23065245,Grupo 4
447075,-0.6209377,0.224264,Grupo 5
27646,0.39371085,0.12562414,Grupo 4
170155,0.6731932,-0.33773467,Grupo 4
145271,0.6385193,-0.32148695,Grupo 2
300578,-0.10573566,-0.9217559,Grupo 1
322513,-0.5126445,-0.30969644,Grupo 1
153247,0.5268867,-0.33818662,Grupo 3
276787,-0.58112204,0.008983664,Grupo 6
101156,-0.8007732,-0.4680669,Grupo 6
356791,-1.6788154,-1.2309867,Grupo 1
129044,0.20093012,0.30437192,Grupo 3
179866,-0.03452432,0.3508013,Grupo 3
220029,0.20290005,0.36067525,Grupo 3
434634,-0.09486234,0.012616076,Grupo 6
184006,0.34134245,-0.6213262,Grupo 2
189782,0.20198977,0.19351315,Grupo 6
373491,0.54042983,-0.53266656,Grupo 4
348839,-0.57874584,0.06256932,Grupo 6
351879,0.13030112,0.2259205,Grupo 6
81720,0.72429514,0.18185195,Grupo 4
398975,-0.7118461,0.6523129,Grupo 5
134838,0.1484716,0.37247413,Grupo 2
386507,-1.3048453,0.5124495,Grupo 5
323278,0.7842715,-0.74942434,Grupo 4
413144,0.48973918,-0.17642292,Grupo 4
431990,-0.2514583,0.6999103,Grupo 3
237381,0.9992573,0.25866935,Grupo 4
147081,0.05363679,0.0773813,Grupo 2
334476,-0.90591365,0.28143594,Grupo 5
272780,0.1208843,-0.058855712,Grupo 3
315393,-1.1769338,0.16669002,Grupo 5
282806,-2.16529,0.48987702,Grupo 5
163680,0.74067307,0.1042358,Grupo 4
305862,0.8794086,-0.2379755,Grupo 4
359995,0.62187624,0.07503818,Grupo 2
50023,0.857723,-0.4061192,Grupo 4
414657,-0.11639929,-0.6270746,Grupo 6
363294,-0.57367885,-0.38354176,Grupo 1
36229,-1.1311562,0.592397,Grupo 5
11467,0.63044405,-0.26201916,Grupo 4
259417,-0.38778162,-0.46926793,Grupo 6
2099,0.5895231,0.0583155,Grupo 4
303122,0.6986525,-0.30260047,Grupo 4
457239,-0.13983059,0.019613944,Grupo 6
165776,0.65223,-0.08799416,Grupo 4
226130,0.8742435,-0.09300949,Grupo 4
173129,-0.46690905,-0.77449334,Grupo 1
398091,0.876606,0.005594328,Grupo 4
57883,0.3892944,-0.4124563,Grupo 4
86218,-0.43953764,0.37740737,Grupo 6
242456,-0.9321009,-0.3508017,Grupo 1
221527,0.04619515,0.0067262873,Grupo 2
258205,0.33161747,0.55253124,Grupo 3
400632,-0.3911835,0.22069308,Grupo 6
263735,0.545105,0.04979471,Grupo 4
285092,-0.14143062,0.357399,Grupo 6
284028,0.037684083,0.5406655,Grupo 3
116508,0.36336493,0.34797445,Grupo 3
260525,0.086280465,0.108072475,Grupo 3
175457,0.68002367,0.1537249,Grupo 4
164109,-0.8282976,0.26425976,Grupo 5
